# omega0=1, alpha=1
# theta0=0.5, theta_dot0=0
# t_start=0, t_end=50, h=0.00911928
#   t          x(t)                 v(t)       
2.899931680236719e+01 2.434179605330275e-07 1.771893665720783e-08
2.909050962250042e+01 2.439787804857839e-07 -5.081225777990522e-09
2.918170244263365e+01 2.425528683163956e-07 -2.585380566412708e-08
2.927289526276688e+01 2.393247098622973e-07 -4.461053317231326e-08
2.936408808290011e+01 2.344770261996087e-07 -6.137812741668587e-08
2.945528090303334e+01 2.281894761567742e-07 -7.619677782121164e-08
2.954647372316657e+01 2.206374962374707e-07 -8.911865085728421e-08
2.963766654329980e+01 2.119912751905748e-07 -1.002064318013843e-07
2.972885936343303e+01 2.024148596362696e-07 -1.095319100429045e-07
2.982005218356626e+01 1.920653864294064e-07 -1.171746153828659e-07
2.991124500369950e+01 1.810924368110288e-07 -1.232205117107247e-07
3.000243782383273e+01 1.696375068629927e-07 -1.277607534340346e-07
3.009363064396596e+01 1.578335883349241e-07 -1.308905090688460e-07
3.018482346409919e+01 1.458048535530146e-07 -1.327078554811016e-07
3.027601628423242e+01 1.336664378417348e-07 -1.333127454039237e-07
3.036720910436565e+01 1.215243126875638e-07 -1.328060500448959e-07
3.045840192449888e+01 1.094752427432354e-07 -1.312886778429139e-07
3.054959474463211e+01 9.760681970660718e-08 -1.288607697369901e-07
3.064078756476534e+01 8.599756610479709e-08 -1.256209706701051e-07
3.073198038489857e+01 7.471710206643686e-08 -1.216657764698179e-07
3.082317320503180e+01 6.382636826747928e-08 -1.170889547234599e-07
3.091436602516503e+01 5.337789838377426e-08 -1.119810377984868e-07
3.100555884529826e+01 4.341613457147543e-08 -1.064288857467289e-07
3.109675166543149e+01 3.397777971927562e-08 -1.005153164733009e-07
3.118794448556472e+01 2.509218046966383e-08 -9.431880024495525e-08
3.127913730569795e+01 1.678173528520203e-08 -8.791321535659281e-08
3.137033012583118e+01 9.062322135788746e-09 -8.136766156615729e-08
3.146152294596441e+01 1.943740699782708e-09 -7.474632774475063e-08
3.155271576609764e+01 -4.569835698291188e-09 -6.810841006787784e-08
3.164390858623087e+01 -1.047940285168663e-08 -6.150807699252442e-08
3.173510140636410e+01 -1.579066723051859e-08 -5.499447722046847e-08
3.182629422649733e+01 -2.051359008225970e-08 -4.861178683796953e-08
3.191748704663056e+01 -2.466193747322121e-08 -4.239929184286977e-08
3.200867986676379e+01 -2.825283932710097e-08 -3.639150231931194e-08
3.209987268689702e+01 -3.130636017885684e-08 -3.061829459486429e-08
3.219106550703025e+01 -3.384508403219385e-08 -2.510507781204070e-08
3.228225832716348e+01 -3.589371538877303e-08 -1.987298146326942e-08
3.237345114729671e+01 -3.747869820855006e-08 -1.493906057263607e-08
3.246464396742994e+01 -3.862785426488299e-08 -1.031651535663939e-08
3.255583678756317e+01 -3.937004207643306e-08 -6.014922357292085e-09
3.264702960769640e+01 -3.973483733142375e-08 -2.040474211833950e-09
3.273822242782963e+01 -3.975223546931696e-08 1.603774598115866e-09
3.282941524796286e+01 -3.945237685100944e-08 4.917658491038979e-09
3.292060806809609e+01 -3.886529473166490e-08 7.903650309002913e-09
3.301180088822932e+01 -3.802068605052014e-08 1.056661171603277e-08
3.310299370836255e+01 -3.694770486952558e-08 1.291354637762837e-08
3.319418652849578e+01 -3.567477812744222e-08 1.495335763944978e-08
3.328537934862901e+01 -3.422944322782861e-08 1.669661223771841e-08
3.337657216876224e+01 -3.263820684790363e-08 1.815531139239862e-08
3.346776498889547e+01 -3.092642424014905e-08 1.934267045782891e-08
3.355895780902870e+01 -2.911819819921120e-08 2.027290813512019e-08
3.365015062916194e+01 -2.723629678258346e-08 2.096104608715786e-08
3.374134344929517e+01 -2.530208880404223e-08 2.142271964113348e-08
3.383253626942840e+01 -2.333549606314970e-08 2.167400011577002e-08
3.392372908956163e+01 -2.135496123156295e-08 2.173122917125460e-08
3.401492190969486e+01 -1.937743028659828e-08 2.161086544970986e-08
3.410611472982809e+01 -1.741834836366119e-08 2.132934365307097e-08
3.419730754996132e+01 -1.549166789091954e-08 2.090294609364807e-08
3.428850037009455e+01 -1.360986787110844e-08 2.034768665051206e-08
3.437969319022778e+01 -1.178398318575230e-08 1.967920697213359e-08
3.447088601036101e+01 -1.002364281551176e-08 1.891268468234419e-08
3.456207883049424e+01 -8.337115895968324e-09 1.806275327252357e-08
3.465327165062747e+01 -6.731364560115221e-09 1.714343329773399e-08
3.474446447076070e+01 -5.212102556324395e-09 1.616807443805754e-08
3.483565729089393e+01 -3.783858672823331e-09 1.514930793833358e-08
3.492685011102716e+01 -2.450044045992372e-09 1.409900889948943e-08
3.501804293116039e+01 -1.213022479365213e-09 1.302826786232492e-08
3.510923575129362e+01 -7.418295240147013e-11 1.194737109953796e-08
3.520042857142685e+01 9.659864477414580e-10 1.086578901352993e-08
3.529162139156008e+01 1.907823882681881e-09 9.792172025657812e-09
